,index,name,latitude,longitude,address,category,rating,category_count
391,688,Gioielleria Pozzoli,45.494202,9.206042,Via Melchiorre gioia 133,Jewelry Store,,1
392,689,Interwatch SPA,45.49647,9.208513,Via Gioia Melchiorre 168,Jewelry Store,,1
393,690,Audemars Piguet Italia SPA,45.497009,9.207849,Via Melchiorre Gioia 168,Jewelry Store,,1
394,692,Manifatture Mario Bianchetti SRL,45.492467,9.206242,Via Edolo 9,Clothing Store,,1
395,694,Calzificio Tris di Sala Cristina e C. SAS,45.494417,9.209953,Via Cristoforo Gluck 50,Clothing Store,,1
396,697,Il Mercante dei Sogni,45.489627,9.20467,Via Ponte Seveso 31,"Paper Supplier, Plastics Supplier, Clothing Store, Jewelry Store, Food and Beverage Retail, Packaging Supply Store",,6
397,698,Why Not Cafè,45.488834,9.20328,Via Tonale 12,"Café, Restaurant",,2
398,699,Bar Atlantic Esselunga,45.488316,9.199081,Via Merchiorre Gioia 57,"Café, Restaurant",,2
399,701,Sobimil SRL,45.494385,9.207364,Via Edolo 40,"Clothing Store, Swimwear Store",,2
400,705,C.N. Caffè,45.45844,9.131177,Via Montecuccoli 6,Café,7.0,1
401,706,My Kafè,45.455146,9.136739,Via Soderini 44,"Café, Coffee Shop, Restaurant",,3
402,708,Kimkameamea Cafè,45.450892,9.138665,Via Lorenteggio 124,"Bar, Café, Restaurant",,3
403,709,Intimo & Intimo,45.45048,9.139499,Via degli Zuccaro 2,Clothing Store,,1
404,710,Diana Scarpe,45.451404,9.141659,Via Lorenteggio 137,Shoe Store,,1
405,711,Caffè Mania - Milano 1965,45.450086,9.140516,Largo Giovanni Battista Scalabrini 2,"Bar, Café, Coffee Shop",,3
406,713,Café Banlieue,45.44772385553903,9.127114094639127,Via Inganni 27,"Bar, Café, Restaurant",,3
407,714,Laboratorio Orafo di Dario Grassi,45.456333,9.142152,Via Luigi Soderini 25,Jewelry Store,,1
408,715,Perlage,45.446792,9.125912,Via Lorenteggio 210,"Café, Restaurant",,2
409,716,Bar Paradiso,45.448795,9.143579,Via Giambellino,"Café, Restaurant",,2
410,717,Frau Ignazio,45.447211,9.127389,Via Angelo Inganni 21,"Bar, Café, Restaurant",5.0,3
411,718,Fimar di Cappai Clara,45.450546,9.136809,Via dei Fiordalisi 1,Clothing Store,,1
412,719,Intimissimi,45.452394,9.14506,Via Giacinto Bruzzesi 1,Clothing Store,,1
413,731,G's Jewellery,45.475904,9.209025,Viale Regina Giovanna,Jewelry Store,,1
414,733,Caffé Ottolina,45.474734,9.206012,Piazza Guglielmo Oberdan 12,Café,,1
415,738,A.R.T. SRL,45.472388,9.20332,Corso Venezia 44,Bridal Store,,1
416,760,"Maison Siniscalchi, Camicie Su Misura",45.466749,9.200035,Viale vittorio veneto 32,Clothing Store,,1
417,773,Del Mare 1911,45.464843,9.196783,Corso Europa 13,"Clothing Store, Men's Store",,2
418,774,San Filippo Neri - Società Cooperativa,45.512192,9.224765,Viale Monza 222,"Bar, Café, Trattoria",8.3,3
419,775,Alo Pan Cafè,45.515568,9.211549,Viale Piero e Alberto Pirelli 14,"Bakery, Café, Pizzeria",6.3,3
420,776,Caffè 500,45.513832,9.21286,Viale dell'Innovazione 20,Café,,1
421,777,Batita Café,45.514289,9.212483,Via Piero Caldirola 9,Café,,1
422,778,4 Strade,45.511152,9.214048,Via Rucellai,Café,,1
423,779,Don Antonio Concept,45.514361,9.212105,Via Piero Caldirola 7,"Bar, Café, Steakhouse",,3
424,780,Bar Tabacchi Tempi Moderni,45.514055,9.208389,Via Nicolò Fortiguerra 12,"Bar, Café, Restaurant",5.7,3
425,781,Baretto 14,45.515568,9.211549,Piazza Trivulziana,Café,,1
426,782,Dream Cafè,45.511678,9.21834,Via Rucellai 38,Café,,1
427,783,Al Bicocca SNC,45.514137,9.208102,Via Nicolò Fortiguerra 12,"Bakery, Cocktail Bar, Café",,3
428,784,Caffetteria Ateneo,45.514837,9.207975,Viale Sarca 163,Café,,1
429,786,Negozio Scarpe,45.51397,9.22331,Viale Monza,Shoe Store,,1
430,787,Laboratorio Tecnico,45.512623,9.224113,Via Rucellai 2,Watch Store,,1
431,788,Forint SPA,45.510961,9.223933,Viale Monza 253,"Clothing Store, Men's Store",,2
432,789,Fashion Sisters di Onida Monica,45.51274,9.224192,Via Giuseppe Pelitti 1,Fashion Retail,,1
433,790,Jewels Fashion SRL,45.512089,9.224267,Viale Monza 267,Jewelry Store,,1
434,791,Bar Venere di Guerrieri Costa Monica,45.512992,9.224534,Viale Monza 273,"Bar, Café, Restaurant",,3
435,792,Vero Bijoux,45.511181,9.22451,Viale Monza 206,Fashion Accessories Store,,1
436,793,Blackboard SRL,45.516165,9.223336,Via Giovanni Livraghi 14,Shoe Store,,1
437,794,Piazza Bianca,45.512192,9.224765,Viale Monza 222,Clothing Store,,1
438,795,Domar SAS di Blackboard SRL & C.,45.516549,9.223338,Via Livraghi Giovanni 14,Shoe Store,,1
439,796,Bar Livraghi,45.516295,9.224108,Via Livraghi 8,Café,,1
440,797,Il Giardino,45.507854,9.223549,Via Bolama,"Office Building, Clothing Store",,2
441,799,Saracco di Silvestro Aulicino e Franca Serini,45.512235,9.226334,Via Cislaghi Luigi 7,Jewelry Store,,1
442,800,Style Commerce SRL,45.514813,9.212238,Piazza della Trivulziana 4,Clothing Store,,1
443,801,Hangar 107,45.515095,9.210631,Via Piero e Alberto Pirelli 14,Clothing Store,,1
444,802,Babagì SAS di Luciano di Marino & C.,45.511122,9.218821,Via Pericle 5,Jewelry Store,,1
445,803,Bicò,45.515575,9.207103,Via Alberto Nota 19,"Café, Restaurant",,2
446,804,Crosscom SRL,45.511629,9.224042,Viale Monza 259,"College and University, Clothing Store",,2
447,805,Colombo Calzature,45.512251,9.224804,Viale Monza 222,Shoe Store,,1
448,806,Napule,45.521492,9.21272,Via Chiese 60,Fashion Retail,,1
449,807,Carpisa,45.521492,9.21272,Via Chiese 60,Women's Store,,1
450,808,Boom Milano,45.463403,9.224299,Viale Campania 12,"Café, Cocktail Bar",7.8,2
451,824,Risolatrice Piceno di Diego Balbo,45.463364,9.217685,Viale Piceno 8,Shoe Store,,1
452,826,Caffetteria delle Ottomezza,45.461963,9.212293,Piazza Santa Maria del Suffragio,Café,,1
453,828,Let's Bubble,45.462392,9.212753,Corso XXII Marzo 25,Clothing Store,,1
454,840,Arkivio Showroom,45.457962,9.210624,Via Morosini 27 A,Fashion Accessories Store,,1
455,842,Basile Calzature,45.462011,9.213352,Via Francesco Anzani 2,Shoe Store,,1
456,843,Intorno Al Cibo SRL,45.455055,9.232105,Via Cesare Lombroso 95,Shoe Store,,1
457,844,Punto Aureo di Francesca Cassinari & C. SAS,45.462071,9.21228,Corso XXII Marzo 22,Jewelry Store,,1
458,871,City Bar,45.458698,9.189994,Piazza Erculea,Café,,1
459,885,Blu Time Service SRL,45.462085,9.190993,Via Paolo da Cannobio 2,Jewelry Store,,1
460,895,Modes,45.46723,9.210623,Piazza Risorgimento 8,Clothing Store,,1
461,899,Olympia 1893 SRL,45.471965,9.207997,Via Nino Bixio 8,Clothing Store,,1
462,903,Siti Confezioni,45.472623,9.206301,Viale Piave 33,Clothing Store,,1
463,908,Beside SRL,45.47326,9.209468,Via Melzo 9,Fashion Retail,,1
464,910,Autorimessa Kramer SRL,45.470616,9.207087,Via Felice Bellotti 2,Clothing Store,,1
465,915,Multicom SRL,45.471364,9.205196,Viale Luigi Majno 31,"Advertising Agency, Audiovisual Service, Carpet and Flooring Contractor, Upholstery Service, Management Consultant, RV and Motorhome Dealership, Clothing Store, Furniture and Home Store, Luggage Store",,9
466,931,Milano Centro Restaurant,45.463985,9.195864,Corso Europa 5,"Café, Sandwich Spot",5.8,2
467,939,Fratelli Coronese di Coronese Vincenzo & C.,45.460541,9.193715,Via Festa del Perdono 14,"Bar, Café, Restaurant",,3
468,940,Old One Cafè,45.457604,9.19285,Via Santa Sofia 6,"Bar, Café",,2
469,958,Caffè biscottino,45.442665,9.172364,Via Spezia 2,"Café, Diner",6.6,2
470,960,Square,45.450756,9.170969,Via fra luca pacioli,Shoe Store,,1
471,966,Fay,45.453618,9.162635,Via Savona 56,"Office Building, Clothing Store",,2
472,968,Prince café,45.448768,9.177582,Via Cardinale Ascanio Sforza 37,"Cocktail Bar, Café, Restaurant",5.6,3
473,972,Euga Design studio,45.445068,9.158765,Via Malaga 4,Fashion Retail,,1
474,973,IULM Smart Bar,45.442114,9.164472,Via Carlo Bo,Café,,1
475,974,Occasioni d'Oro,45.443484,9.175138,Viale Liguria 50,Jewelry Store,,1
476,976,Nastrificio Resegone SRL,45.44802,9.164854,Via Lombardini 13,Clothing Store,,1
477,979,O Bag Store,45.453949,9.168843,Via Tortona 12,Fashion Accessories Store,,1
478,980,Gemmindustria Gaia SPA,45.456247,9.166542,Via Camillo Chiesa 21,Jewelry Store,,1
479,981,Kamanta SPA,45.454519,9.171876,Corso Colombo Cristoforo 7,"Clothing Store, Men's Store, Women's Store",,3
480,982,Stardon SNC di Donno Giovanni e Stella Maria,45.449348,9.179597,Corso San Gottardo 28,Shoe Store,,1
481,994,Macha Cafè,45.454802,9.166339,Via Savona 25,"Café, Restaurant",,2
482,1000,Pavesi Marco,45.457442,9.169226,Viale Coni Zugna 43,"Leather Supplier, Fashion Retail",,2
483,1007,Chip's Bar,45.458008,9.171659,Via Cesare da Sesto 15,"Café, Restaurant",,2
484,1011,Bigiotteria di Mantice Rosa,45.44667,9.163946,Via Eugenio Villoresi 27,"Clothing Store, Jewelry Store",,2
485,1012,CorsoGenova26,45.45649,9.174656,Corso Genova 26,Men's Store,,1
486,1013,Acquario SRL,45.453019,9.175057,Viale Gorizia 22,Clothing Store,,1
487,1022,Elena Mirò,45.455775,9.172379,Piazza Cantore 12,Fashion Retail,,1
488,1023,Belfiore SRL,45.46176,9.162898,Piazzale Aquileia 6,Shoe Store,,1
489,1074,Geox,45.467395,9.184134,Via Rovello 6,Shoe Store,,1
490,1111,Caffè Dante,45.467356,9.183167,Via Dante 15,"Café, Coffee Shop, Italian Restaurant",4.3,3
491,1113,Damiani,45.468374,9.195313,Via Montenapoleone 10,Fashion Accessories Store,,1
492,1119,Cafè Martesana,45.497681,9.208559,Via Melchiorre Gioia 194,"Cocktail Bar, Café, Restaurant",6.9,3
493,1125,Daniel's Bar,45.496068,9.20268,Via Cagliero Giovanni 14,"Bar, Café",,2
494,1126,Pamplemouusse Bikini,45.495339,9.203643,Via cagliero,Clothing Store,,1
495,1130,Compro Oro Milano,45.497022,9.188265,Viale Marche 95,Jewelry Store,,1
496,1133,Bar Caffetteria Biffi,45.498524,9.186796,Piazzale Maciachini 22,Café,,1
497,1142,Velijia Nedima,45.496795,9.202827,Via Adeodato Ressi 23,Clothing Store,,1
498,1144,Sartoria 2F SRL,45.501384,9.189151,Viale Enrico Fermi 3,Clothing Store,,1
499,1145,H.c.p. Bickler Mair,45.496036,9.205739,Via Adeodato Ressi 16,"Clothing Store, Swimwear Store",,2
500,1147,Richemont Italia Holding SPA,45.500738,9.185892,Via Benigno Crespi 26,"Clothing Store, Jewelry Store",,2
501,1148,Calzature Belfiore,45.467364,9.157948,Via Belfiore 9,Shoe Store,8.0,1
502,1152,Taipy,45.473015,9.1591,Via Tiziano 21,"Bar, Café, Restaurant",7.4,3
503,1156,Lo Spuntino SRL,45.466344,9.164359,Corso Vercelli 3,"Bar, Café",5.8,2
504,1157,Guya,45.466669,9.161499,Corso Vercelli,Shoe Store,,1
505,1158,Moro Abiti Sposa accessori,45.46633,9.160844,Corso Vercelli 31,Bridal Store,,1
506,1159,Citti Gioielli,45.46651,9.161563,Corso Vercelli 20,Jewelry Store,,1
507,1160,Guja SRL,45.46651,9.161563,Corso Vercelli 23,Shoe Store,,1
508,1161,Sabrina Frigoli SRL,45.466156,9.163548,Corso Vercelli 7,"Clothing Store, Women's Store",,2
509,1162,Swarovski Boutique Corso Vercelli Swarovski boutique,45.466344,9.164359,Corso Vercelli 3,Jewelry Store,,1
510,1163,Montblanc,45.466037,9.164579,Corso Vercelli 1,Jewelry Store,,1
511,1164,D.i.s.a. Diesel Iniezione SPA,45.468164,9.165583,Via Lodovico Ariosto 6,"Automotive Service, Bridal Store",,2
512,1165,Dosso 18,45.467369,9.173171,Via Caradosso 18,"Cocktail Bar, Café, Sandwich Spot",6.1,3
513,1166,Pupi Solari SRL,45.469311,9.166098,Via Lorenzo Mascheroni 12,Clothing Store,,1
514,1167,Al Nazionale Naturalmente,45.466713,9.154091,Via Giordano Rota 1,"Bar, Café",,2
515,1168,Conbipel,45.467219,9.153662,Via Cuneo 4,Clothing Store,,1
516,1170,Nadine - Store,45.467374,9.152997,Via Marghera 18,"Clothing Store, Women's Store",,2
517,1171,Pronuptia,45.466837,9.15255,Via Marghera 24,Bridal Store,,1
518,1172,Bar Petit Cafè,45.473228,9.16634,Via Vincenzo Monti 57,Café,,1
519,1173,Dreams Cafè,45.470658,9.169228,Via Vincenzo Monti 41,"Café, Restaurant",,2
520,1174,Bia And Bar,45.475534,9.160197,Viale Cassiodoro 20,"Café, Restaurant",,2
521,1175,Bia And Bar SNC di Biagio Daniele Petricelli e Barbara Petricelli,45.475485,9.160249,Viale Cassiodoro 20,"Bar, Café",,2
522,1177,29 Chez Nous,45.469101,9.171259,Via Vincenzo Monti 29,"Café, Restaurant",,2
523,1178,Geniali,45.468803,9.171571,Via Aurelio Saffi 7,"Clothing Store, Men's Store",,2
524,1179,Fiorucci Design Office SRL,45.46876,9.162136,Via Pagano Mario 63,Fashion Retail,,1
525,1180,Lusinghe Calze di Giacconi Bonaguro,45.467812,9.15748,Via Belfiore 16,Clothing Store,,1
526,1181,Hogan,45.466607,9.163681,Corso Via Vercelli 8,Fashion Retail,,1
527,1182,B - Lounge SRL,45.471459,9.167886,Via Vincenzo Monti 51,Women's Store,,1
528,1184,Zip Zone Events,45.469789,9.170439,Via Vincenzo Monti,"Event Service, Fashion Retail",,2
529,1185,Noi Per Lo Sport SAS di Bosco Rocco,45.465745,9.150363,Piazza Ernesto de Angeli,Fashion Retail,,1
530,1186,Gioydea,45.468757,9.172224,Via V.Monti 28,Women's Store,,1
531,1193,Caffè in Giardino,45.472121,9.173548,Viale Alemagna 6,"Café, Restaurant",7.9,2
532,1194,L'Alter Bar,45.467395,9.173445,Via Vincenzo Monti 15,"Café, Restaurant",7.5,2
533,1195,Triennale Design Café,45.472098,9.173875,Viale Emilio Alemagna 6,"Bar, Café, Italian Restaurant",7.7,3
534,1218,Caffè Musa,45.466614,9.176682,Via San Nicolao 3,"Café, Coffee Shop, Restaurant",5.7,3
535,1222,Chris Cerf,45.462275,9.17436,Piazza Sant'Ambrogio 16,"Clothing Store, Swimwear Store",,2
536,1224,Fleur Cafe,45.465872,9.17413,Corso Magenta 48,"Café, Coffee Shop, Restaurant",5.3,3
537,1227,Fnma Autoservizi - Linea Milano-Campione d'Italia,45.467459,9.176908,Via Paleopaca,Bus Station,,1
538,1230,Patti Bakery & Bistrot,45.468895,9.17702,Piazzale Cadorna,Café,,1
539,1245,Torrefazione Caffè Ernani,45.477437,9.208433,Corso Buenos Aires 20,Café,8.3,1
540,1277,Panini Durini,45.47528,9.206551,Via Spallanzani 6,"Café, Restaurant",5.8,2
541,1280,Valambra SRL,45.476096,9.204791,Via Panfilo Castaldi 35,"Bar, Café, Pizzeria",,3
542,1286,Estate SRL,45.47423,9.204219,Bastioni di Porta Venezia 1,Clothing Store,,1
543,1287,Torrefazione Caffè Ambrosiano,45.488829,9.164956,Via Mac Mahon 12,"Café, Restaurant",7.3,2
544,1288,Vapore 1928 | coffee lunch & cocktail bar,45.484417,9.174814,Via Messina 26,"Café, Restaurant",7.6,2
545,1289,Sergio & Efisio,45.480139,9.167486,Corso Sempione 32,"Lounge, Café, Gastropub",7.5,3
546,1290,Mylife Cafe,45.48348,9.161269,Corso Sempione 63,"Bar, Café, Restaurant",6.6,3
547,1291,Icon Cafè,45.485863,9.163215,Via Losanna 15,"Café, Restaurant",,2
548,1292,Latteria,45.487265,9.16185,Via Giovanni Battista Fauchè 37,"Café, Restaurant",,2
549,1293,Il Francescone Gioielli e Argenti,45.483544,9.164733,Via Piero della Francesca,Jewelry Store,,1
550,1294,Maia & Co. SRL,45.485345,9.161841,Via Piero della Francesca 54,"Bar, Café",,2
551,1295,Sciubishoes,45.483291,9.164392,Via Poliziano 5,Shoe Store,,1
552,1296,Caffetteria Johnny,45.489493,9.164462,Via Principe Eugenio 21,Café,,1
553,1297,Chiu William,45.483028,9.16507,Via Piero della Francesca 23,Fashion Accessories Store,,1
554,1298,SCIUBI shoes,45.483215,9.164169,Via Poliziano 5,Shoe Store,,1
555,1299,Kayu,45.482357,9.167184,Via Piero della Francesca 6,Fashion Accessories Store,,1
556,1300,D'Augusta Gioielli,45.482306,9.168347,Piazza Antonio Gramsci 12,Jewelry Store,,1
557,1301,Farinotti Anna,45.482402,9.171575,Via Paolo Lomazzo 25,Clothing Store,,1
558,1302,Capolinea 78,45.492562,9.162765,Via Govone,Bus Station,,1
559,1303,Bar Rai,45.4792,9.166854,Corso Sempione 27,Café,,1
560,1304,Maclù,45.480546,9.171095,Via Luigi Canonica 72,"Clothing Store, Women's Store",,2
561,1305,Pivert Store Milano,45.481058,9.17298,Via Paolo Lomazzo 11,Men's Store,,1
562,1306,Cafè tablè,45.484972,9.155775,Piazzale Damiano Chiesa 11 Ingresso in Via Ruggero di Lauria Zona Sempione,"Bar, Café",,2
563,1307,Merceria Pozzari,45.482894,9.15583,Via Alcuino 7,Clothing Store,,1
564,1309,Milano Preziosi di Marco Donato Cominoli,45.487521,9.162792,Via Cenisio 59,Jewelry Store,,1
565,1310,Noa Milano,45.483254,9.165136,Via Piero della Francesca 23,Fashion Retail,,1
566,1311,Crea gioielli di a.m. preziosi SRL,45.489493,9.164462,Via PRINCIPE EUGENIO 20,Jewelry Store,,1
567,1312,Aimpes Servizi SRL,45.478554,9.16642,Viale Beatrice d'este 43,Fashion Retail,,1
568,1313,Il Marsupio Società Cooperativa Sociale,45.490686,9.168259,Via Veratti Luigi 2,"Organization, Public and Social Service, Clothing Store",,3
569,1314,Luxury Jade SRL,45.481257,9.172772,Via Paolo Sarpi 50,Clothing Store,,1
570,1315,Calzature Shun Li di Sun Feiyan,45.481435,9.175713,Via Messina 1,Shoe Store,,1
571,1316,Chen Ching Mei,45.480762,9.175004,Via Bruno Giordano 0018,Shoe Store,,1
572,1317,Moda Italia di Xu Xiaoying,45.481506,9.176445,Via Arnolfo di Cambio 1,"Organization, Shoe Store",,2
573,1371,Old School cafè,45.47771,9.16226,Ippolito Nievo 41,"Bar, Café, Restaurant",6.7,3
574,1384,L'altro Bar,45.477995,9.161255,Piazza VI Febbraio 22,"Wine Bar, Café, Restaurant",,3
575,1385,Nogara di Volpi Guglielmo e C.,45.477697,9.161567,Piazza VI Febbraio 16,Jewelry Store,,1
576,1386,Guess,45.477621,9.1563,Piazza Tre Torri,Clothing Store,,1
577,1389,Gioielleria Stroili,45.478241,9.15535,Largo Domodossola 1,Jewelry Store,,1
578,1392,Marella City Life,45.477765,9.156654,Piazza Tre Torri 1,Women's Store,,1
579,1394,Klover,45.477728,9.17031,Corso Sempione 12,"Bar, Café, Restaurant",,3
580,1397,Hollywood Cafè,45.489226,9.152738,Viale Certosa 19,Café,,1
581,1401,Bolle di Sapone,45.477597,9.161671,Piazza VI Febbraio 16,Women's Store,,1
582,1405,Alessandra Sedlacek,45.47631,9.16927,Guerrazzi 10,Clothing Store,,1
583,1454,Venti136,45.451425,9.187408,Via Guglielmo Corrado Roentgen 2a,"Lounge, Café, Restaurant",7.7,3
584,1456,Al Parco Verde,45.440888,9.186215,Via Giovanni Battista Boeri 11,"Bar, Café, Pizzeria",7.1,3
585,1458,Bar Tibaldi,45.445122,9.186329,Viale Tibaldi 70,"Bar, Café, Coffee Shop",,3
586,1459,Almar SRL,45.44629,9.181985,Strada Padana Superiore 7,"Clothing Store, Women's Store",,2
587,1460,Centopercento di Errico Stefania,45.451969,9.183413,Viale Col di Lana 8,Clothing Store,,1
588,1461,Strong Line SAS di Guarracino Carlo,45.452122,9.183858,Viale Col di Lana 7,Shoe Store,,1
589,1465,Amazing Cafè,45.447263,9.177339,Via Pavia 11,Café,,1
590,1466,Oreficeria Blasutig di Ripamonti Valter Luigi & C. SAS,45.452074,9.178867,Piazza XXIV Maggio 12,Jewelry Store,,1
591,1467,Jandelli Oreficerie SRL,45.442621,9.181482,Via Francesco Brioschi 52,Jewelry Store,,1
592,1470,Fornarina,45.454522,9.180343,Corso di Porta Ticinese 78,"Clothing Store, Shoe Store, Women's Store",,3
593,1471,Migjorn Cafè,45.455552,9.183601,Via Antonio Banfi 2,"Bar, Café, Restaurant",,3
594,1472,Lo Specchio di Alice SNC,45.455358,9.180478,Corso di Porta Ticinese 64,Clothing Store,,1
595,1473,"Enoteca Faravelli - Bar, tavola Calda e Pasticcerie",45.456184,9.187276,Corso Italia 40,Café,,1
596,1474,Emily Strange Store,45.452666,9.17593,Via Vigevano 1,Women's Store,,1
597,1475,55Dsl,45.455836,9.180885,corso di Porta Ticinese 60,Clothing Store,,1
598,1477,Deva Medical,45.456908,9.186823,Via Crocefisso 5,"Doctor's Office, Shoe Store",,2
599,1480,Hovo Faber SRL,45.44985,9.179678,corso San Gottardo 22,"Movie Theater, Advertising Agency, Event Service, Italian Restaurant, Farm, Fashion Retail",,6
600,1481,Loi Francesca,45.451657,9.18021,Corso San Gottardo 3,Jewelry Store,,1
601,1482,Na.Na.Lu Non Solo Bigioux Laboratorio Artigianale di Tiziana Bonati,45.44373,9.17992,Viale Tibaldi 17,Jewelry Store,,1
602,1484,Les Tropeziennes Chaussures SPA,45.454029,9.180353,Corso di Porta Ticinese 107,Shoe Store,,1
603,1486,Nove25,45.467469,9.152291,Via Carlo Ravizza 3,Jewelry Store,8.3,1
604,1487,Bar Atzei,45.472598,9.132405,Via Matteo Civitali 40,Café,7.5,1
605,1488,Orologeria Bugada di Foglio Michelina & C. SAS,45.465987,9.138815,Via Pisanello 21,Jewelry Store,,1
606,1489,Dakò di da Conversano Franco,45.465292,9.143475,Via Trivulzio Antonio Tolomeo 28,Clothing Store,,1
607,1490,Gran Bar Ghirlandaio,45.46705,9.14688,Via Parmigianino 16,"Café, Restaurant",,2
608,1491,Bar Tabacchi Novecento,45.466305,9.14655,Piazza Ghirlandaio,Café,,1
609,1492,Boulevard Bistrot,45.468233,9.147762,Via faruffini,Café,,1
610,1493,B 52 Cafè,45.466927,9.148422,Via Vittoria Colonna 52,Café,,1
611,1494,Montalbano Rocco,45.463343,9.135327,Via delle Forze Armate 28,"Bar, Café, Restaurant",,3
612,1495,Barclays - Milano de Angeli,45.466098,9.150599,Piazza de Angeli 1,"Bank, Café",,2
613,1497,Bar Torrefazione,45.462595,9.133286,piazza Bettini 5,Café,,1
614,1500,Selor SNC di Curci Lorenzo e Saccuzzo Sebastiano,45.475362,9.143837,Viale Murillo 48,Café,,1
615,1504,Mirko Moda,45.466907,9.145417,Via Rubens 3,Clothing Store,,1
616,1505,Centro Pellicce Canali SRL,45.466051,9.14732,Via Giuseppe Frua 24,"Audiovisual Service, Import and Export Service, Clothing Store, Jewelry Store, Men's Store, Luggage Store",,6
617,1506,Modi e Mode Gioielli by Monica T,45.467311,9.148423,Via Vittoria Colonna 50,Jewelry Store,,1
618,1507,Dadati Luigi,45.466854,9.1488,Piazza Ernesto de Angeli 14,Jewelry Store,,1
619,1508,Dudan Design Interior Design & Lifestyle,45.461842,9.140728,Via Desenzano 14,"Interior Designer, Fashion Retail",,2
620,1509,Freedom,45.469277,9.132651,Via Alfonso Capecelatro 20,Clothing Store,,1
621,1511,Cose di Bimbo di Carrà Patrizia SAS,45.468333,9.15159,Via Carlo Ravizza 12,Clothing Store,,1
622,1512,For you Gioielli,45.46742,9.152344,Via Carlo Ravizza 3,Jewelry Store,,1
623,1513,Viper di Severi Maria Lucia Cinzia,45.468417,9.130021,Via Celio 2,Clothing Store,,1
624,1514,L'abbigliamento SAS di Brivio Carlo e C.,45.475786,9.143695,Piazzale Fratelli Zavattari 4,Clothing Store,,1
625,1543,Duchi,45.465024,9.186814,Via Milano 9,Jewelry Store,,1
626,1551,Servizi Alta Orologeria SRL,45.464127,9.178172,Via Nirone 10,Jewelry Store,,1
627,1558,Orsonero Coffee,45.477871,9.211206,Via Broggi 15,"Café, Coffee Shop, Restaurant",9.4,3
628,1641,Harmont & Blaine SPA,45.467122,9.195411,Corso Giacomo Matteotti 5,"Clothing Store, Men's Store",,2
629,1691,Mantaris Showroom di Ceramiche d'Arte,45.481914,9.178944,Via Bramante 32,"Art Gallery, Fashion Retail",,2
630,1692,Gioia Invest SRL,45.476323,9.191343,Via della Moscova 13,"Men's Store, Women's Store",,2
631,1783,Gud,45.477463,9.152432,Via Demetrio Stratos 5,"Beer Garden, Café",8.1,2
632,1784,Zara Home,45.489646,9.148061,Via Marco Ulpio Traiano 79,Clothing Store,7.3,1
633,1785,Bar Silva,45.479039,9.148363,Via Guglielmo Silva 29,"Café, Coffee Shop, Gastropub",6.6,3
634,1787,Caffè del Lupo,45.481703,9.144769,Via Francesco Albani 57,"Café, Gastropub, Italian Restaurant",6.4,3
635,1788,Dolceamaro SRL,45.481861,9.144704,Via Francesco Albani 61,"Bar, Café",6.3,2
636,1791,Club Kave,45.482672,9.147387,Via Sebastiano Veniero,Café,,1
637,1792,Tre Esse,45.490862,9.146486,Via Grosotto 7,Clothing Store,5.9,1
638,1794,Calzoleria Ciccone Master - Milano Lotto,45.481816,9.145357,Via Francesco Albani 52,Shoe Store,,1
639,1795,Ma Architecture,45.489779,9.150545,Viale Renato Serra 65,"Architecture Firm, Interior Designer, Fashion Retail",,3
640,1796,Elissima,45.490131,9.150782,Viale Certosa 41,Clothing Store,,1
641,1797,Meeting Bar,45.481067,9.144426,Via Sebastiano Veniero 40,"Cocktail Bar, Café",,2
642,1798,Laluce Giuseppe,45.490756,9.149321,Via Armenia 1,Clothing Store,,1
643,1799,Camicissima,45.489646,9.148061,Via Marco Ulpio Traiano 79,Men's Store,,1
644,1802,Levi's,45.490763,9.14659,Via Grosotto 7,Clothing Store,,1
645,1806,Garage Moulinski,45.492037,9.151209,Via Antonio Pacinotti 4,"Bistro, Café",,2
646,1807,Fermata ATM Lotto M1 M5,45.47883,9.144546,Via Monte Rosa,Bus Station,,1
647,1808,IuMi - Wedding Boutique,45.4844,9.162829,Via Piero della Francesca 35,"Technology Business, Fashion Retail",,2
648,1810,Bar Pleasure,45.476382,9.149225,Via Desiderio da Settignano,Café,,1
649,1813,Vai SRL,45.489656,9.141997,Via Giuseppe Sapeto 5,Jewelry Store,,1
650,1815,Cavaler Massimo,45.478525,9.147589,Via Guglielmo Silva 35,Jewelry Store,,1
651,1816,Gold Planet Advertising di Alessandra Arati,45.47803,9.149821,Via dei Carracci 10,"Advertising Agency, Technology Business, Clothing Store",,3
652,1817,Spazio Zero,45.492076,9.148243,Via Tavazzano 2,"Clothing Store, Men's Store",,2
653,1822,Caffe Sawa,45.444693,9.154923,Via Giovanni Enrico Pestalozzi 22,"Café, Restaurant",6.5,2
654,1839,Zinc Bar,45.446659,9.195914,Via Cesare Balbo 36,"Cocktail Bar, Café, Restaurant",8.5,3
655,1843,Devoti Domenico,45.441288,9.199908,Via Serio 2,"Bar, Café, Restaurant",,3
656,1844,Christian Dior Italia Lvmh Italia SPA,45.440686,9.199931,Via Ripamonti 99,"Clothing Store, Women's Store",,2
657,1845,Gelateria Iceland Caffè,45.438223,9.199983,Via Giuseppe Ripamonti 130,"Café, Ice Cream Parlor, Restaurant",,3
658,1846,Bar Primo Caffè,45.44833,9.196184,Corso di Porta Vigentina,Café,,1
