,index,name,latitude,longitude,address,category,rating,category_count
659,1847,Delano Caffè,45.448494,9.198432,Via Giulio Romano 5,Café,,1
660,1848,Cafe Isonzo Ventotto,45.446323,9.199792,Viale Isonzo 28,"Café, Restaurant",,2
661,1849,Faruffini SRL,45.439887,9.190586,Via Verro Bernardino 33,Clothing Store,,1
662,1850,D'antuono Dolores,45.437772,9.193096,Via Bernardino Verro 48,"Bar, Café, Restaurant",,3
663,1851,Ganci Argenterie SRL,45.449988,9.199695,Via Altaguardia 8,"Manufacturer, Jewelry Store",,2
664,1852,Ivano Tomba Designer,45.437318,9.203649,Via Gian Francesco Pizzi 29,"Photographer, Technology Business, Fashion Retail",,3
665,1853,Lenco Camiceria Milano,45.436373,9.200704,Via Giuseppe Ripamonti 151,Clothing Store,,1
666,1854,Brambilla Universal Shoes SRL,45.450801,9.197334,Via Giuseppe Ripamonti 7,Shoe Store,,1
667,1856,Aroma Antico,45.451027,9.200223,Viale Sabotino 19,"Bar, Café, Restaurant",,3
668,1857,Sandi Sandi Bar,45.450791,9.201176,Viale Sabotino 20,"Café, Restaurant",,2
669,1858,Wanto di Andi V.E C.,45.451039,9.198093,Viale Sabotino 7,Clothing Store,,1
670,1859,Ardita SRL,45.451117,9.194383,Viale Bligny 54,Clothing Store,,1
671,1862,Gioielleria Zingaro dal 1952 di De Honestis France,45.451566,9.196737,Via Giuseppe Ripamonti 3,Jewelry Store,,1
672,1863,Piccolissimo Me,45.436307,9.205107,Via Bernardo Quaranta 40 – Loft 40,Children's Clothing Store,,1
673,1864,Lorio Anna Antonella,45.451326,9.202733,Viale Sabotino 38,"Clothing Store, Lingerie Store",,2
674,1870,Preziosi Dinamici SRL,45.43876,9.20043,Via Giuseppe Ripamonti 129,Jewelry Store,,1
675,1871,Centro Laro SRL,45.43871,9.200482,Via Giuseppe Ripamonti 129,Clothing Store,,1
676,1872,Maxima SRL,45.442842,9.205744,Via Orobia 11,Shoe Store,,1
677,1873,Al Chioschetto da Lilly & Mauro,45.45002,9.193815,Via Vittadini ang. Via Bach,"Café, Restaurant",,2
678,1875,Mastro Orologiaio di Pateti Franca,45.450572,9.202311,Via Crema 4,Jewelry Store,,1
679,1877,Pippicalzelunghe di Campari Amelia,45.450792,9.19442,Viale Bligny 54,"Clothing Store, Lingerie Store",,2
680,1878,Bar Sport di Zhou Huhai,45.449862,9.205169,Via Gian Carlo Passeroni 2,Café,,1
681,1965,B.o.l. Ber. SAS,45.489596,9.126825,Via Natta Giulio 11,"Bar, Café, Restaurant",,3
682,1966,Autostazione Milano Lampugnano,45.489682,9.127139,Via Natta,Bus Station,,1
683,1967,Milan iDBUS Station,45.489542,9.127387,Via Giulio Natta,Bus Station,,1
684,1968,Bar Napoleone,45.491023,9.121801,Via Chiarelli 10,Café,,1
685,1969,Mercato Comunale Chiarelli,45.491236,9.121175,Via Luigi Chiarelli 10,"Advertising Agency, Clothing Store, Grocery Store",,3
686,1970,Il Bar delle Pazze,45.486008,9.12937,Via carlo osma,Café,,1
687,1971,La Greca di Daolio Costantino,45.494254,9.125684,Via delle Ande 5,Clothing Store,,1
688,1972,Nero Oro Cafè,45.494438,9.133159,Viale Cassa 45,Café,,1
689,1973,Bar Gelateria Uruguay,45.496547,9.121669,Via Uruguay 14,"Café, Restaurant",,2
690,1974,D'amore,45.495688,9.134172,Via dei Cignoli 1,"Bar, Café, Restaurant",,3
691,1975,Doctor Tennis,45.497104,9.131277,Via Gallarate 131,Clothing Store,,1
692,1976,Stazione Metro Qt8,45.485884,9.137066,Viale Salmoiraghi,"Café, Metro Station",,2
693,1977,A2O caffe,45.496307,9.134331,Via Gallarate 94,"Bar, Café, Restaurant",4.9,3
694,1978,Mosetti Miriam,45.489145,9.120538,Via Antonio Cechov 20,Shoe Store,,1
695,1979,Fratelli Rossi SNC di Rossi Roberto e Gerardo,45.49465,9.127489,Via delle Ande 0010,Shoe Store,,1
696,1980,Emmpici Market Production,45.495562,9.127846,Via delle Ande 15,"Advertising Agency, Primary and Secondary School, Bathing Area, Clothing Store",,4
697,1985,O Vesuvio Caffè,45.448657,9.179815,Via Gentilino 2,"Bar, Café, Restaurant",6.6,3
698,1992,Sottosopra,45.438444,9.178586,Via Giuseppe Meda,Café,,1
699,1993,Suede SNC di Sonia Lucia Mongeri e C. SNC,45.438157,9.176769,Via G. da Cermenate 1,"Clothing Store, Women's Store",,2
700,1994,Gottardo Sport SRL,45.449935,9.179992,Corso San Gottardo 19,Clothing Store,,1
701,1999,Clerici di Carrera A. & C. SAS,45.436292,9.179019,Via de Sanctis 33,Clothing Store,,1
702,2001,Bar Montegani,45.437847,9.168526,Via Lodovico Montegani 2,Café,,1
703,2002,Glamour Cafe di Li Daqing,45.436203,9.180926,Via Francesco de Sanctis 47,Café,,1
704,2004,La Nazionale Manifatture,45.451647,9.170542,Via Casale 4,Clothing Store,,1
705,2006,Bar Tabacchi Giocobar,45.435502,9.178231,Via Montegani 21,Café,,1
706,2009,Menoni SPA,45.442108,9.172845,Via La Spezia 11,Jewelry Store,,1
707,2010,Max Metal,45.449068,9.17616,Via Gola Emilio 8,"Metals Supplier, Clothing Store",,2
708,2013,C.D.P. SRL,45.450874,9.17387,Via Filippo Argelati 10,Shoe Store,,1
709,2014,Calzolaio Milano - La Mondiale di Riccò Mario,45.438826,9.183631,Via Pezzotti 55,Shoe Store,,1
710,2049,El Ganso,45.471418,9.198989,Via Manzoni 4,Men's Store,,1
711,2063,Alba Eloisa D'Alessandro SRL,45.468527,9.198581,Via della Spiga 1,"Bridal Store, Clothing Store",,2
712,2079,Rugiada Cafè,45.449345,9.164378,Ripa di Porta Ticinese 93,"Bar, Café, Restaurant",,3
713,2140,Bella lì,45.501773,9.181884,Via Corso Imbonati 43,"Bar, Café, Restaurant",,3
714,2141,Bar di William,45.503172,9.178806,Via Pellegrino Rossi 19,Café,,1
715,2142,Bar Traffic Light,45.498342,9.184363,Via Carlo Imbonati 3,Café,,1
716,2144,Bar Tavola Fredda,45.500368,9.178713,Via monte san Genesio,Café,,1
717,2146,Bergamasco Andrea,45.504313,9.177008,Via Brivio Cesare 13,"Jewelry Store, Watch Store",,2
718,2147,I Gregori SAS di Gregori Andrea & C.,45.502999,9.176466,Piazza Dergano 5,Jewelry Store,,1
719,2148,Cult Café,45.497151,9.186213,Via Farini 93,Café,,1
720,2149,Provincia di Milano,45.497402,9.180907,Viale Jenner Edoardo 26,"City Hall, Shoe Store",,2
721,2150,Nef,45.497043,9.182291,viale Jenner 20,Women's Store,,1
722,2151,Festivalbar,45.496849,9.181989,Viale Jenner 23,Café,,1
723,2154,Stephanie Schenck,45.501189,9.175332,Via Caianello 2,Clothing Store,,1
724,2155,Liao Qianwei,45.507925,9.178073,Via Rossi Pellegrino 16,"Clothing Store, Women's Store",,2
725,2157,Bdr SRL,45.505561,9.175198,Via Giuseppe Tartini 27,Clothing Store,,1
726,2158,Istifid - Camera Cafè,45.497216,9.177873,viale Jenner 51,Café,,1
727,2159,Publicis Village Lounge Bar,45.495898,9.180664,Via Bernina,Café,,1
728,2161,Vecchia Milano,45.497039,9.174931,Viale Edoardo Jenner 54,"Café, Restaurant",,2
729,2165,Villa Cristina,45.497655,9.184072,Piazzale Carlo Maciachini 22,Jewelry Store,,1
730,2167,Tartini 11 di di Maso Pasquale,45.504431,9.175976,Via Giuseppe Tartini 11 A,Clothing Store,,1
731,2168,Am di Antonella Marani,45.505116,9.173444,Via Bernardo Davanzati 49,Women's Store,,1
732,2169,Soho Cafe SAS di Liao Cinzia & C.,45.494794,9.185652,Via Carlo Farini 74,"Café, Restaurant",,2
733,2171,I Garbati,45.481677,9.226692,Via Giovanni Pacini 17,"Café, Restaurant",6.8,2
734,2172,Grossich Bar,45.483323,9.234049,Via Grossich,Café,,1
735,2173,Capolinea 54 - Lambrate,45.484676,9.235561,Piazza Enrico Bottini 3,Bus Station,,1
736,2175,Golden Bar,45.485304,9.235813,Piazza Enrico Bottini 5,"Café, Restaurant",,2
737,2177,Desiderati Prudenza,45.485407,9.233486,Via Astolfo 31,Clothing Store,,1
738,2178,Punto Grill,45.48554,9.237684,Piazza Monte Titano 1 Primo Piano,"Café, Restaurant",,2
739,2179,Bar Tabacchi Flaminio,45.480299,9.242451,Via Console Flaminio 2,"Bar, Café, Restaurant",5.5,3
740,2180,Il Punto Dolce e Salato,45.485839,9.237372,Piazza Monte Titano,"Café, Restaurant",,2
741,2181,Les Coquetteries,45.484659,9.22973,Via Teodosio 22,Women's Store,,1
742,2182,Bar Albatros,45.485919,9.229724,Via Nicola Antonio Porpora 140,"Bar, Café, Ice Cream Parlor",,3
743,2183,Primafila SAS di Giuseppina Settegrani & C.,45.4858,9.230756,Via Nicola Antonio Porpora 145,"Clothing Store, Women's Store",,2
744,2184,4B di Paola Cotroneo,45.485852,9.229593,Via Antonio Nicola Porpora 140,Fashion Accessories Store,,1
745,2185,Dejest Cafè,45.487436,9.233485,Via Eugenio Carpi 24,"Café, Restaurant",,2
746,2186,Les Folies di Barbieri Cinzia,45.481233,9.224938,Via d'ovidio Francesco 8,"Clothing Store, Lingerie Store, Swimwear Store",,3
747,2187,Chocolat Café,45.486567,9.242057,Via Rombon 35,Café,,1
748,2188,Falmar - Scarpe Comode,45.485952,9.226665,Via Porpora 107,Shoe Store,,1
749,2189,Falmar Calzature come è per plantari personalizzati,45.486169,9.22664,Via Nicola Antonio Porpora 9,Shoe Store,,1
750,2190,Federico De Nora SPA,45.475398,9.243938,Via Leonardo Bistolfi 35,"Advertising Agency, Engineer, Financial Service, Industrial Equipment Supplier, Management Consultant, Computers and Electronics Retail, Clothing Store",,7
751,2191,Airamed di Demaria Rosella,45.473234,9.230669,Piazzale Gorini Paolo 10,Men's Store,,1
752,2195,De Carlo Annamaria,45.483012,9.230844,Via Giovanni Pacini 37,"Children's Clothing Store, Shoe Store",,2
753,2197,La Merceria della Piazza,45.485387,9.234415,Via Porpora Nicola Antonio 169,Lingerie Store,,1
754,2198,Calzature Albert SNC di Morgano Carlo e Franca,45.48537,9.234231,Piazza Gobetti Pietro 12,Shoe Store,,1
755,2199,Wnt SAS di Biasi Alessandro,45.484966,9.232333,Via Maiocchi Achille 22,"Clothing Store, Men's Store, Women's Store",,3
756,2200,Havana SRL,45.485905,9.230142,Via Teodosio 46,"Bridal Store, Tourist Information and Service, Travel Agency",,3
757,2201,"Astor Bar - Bar, tavola Calda e Pasticcerie",45.480717,9.225275,Via d'ovidio Francesco 8,Café,,1
758,2202,Ebony Cafe,45.486177,9.226732,Via Andrea Maria Ampère 98,"Bar, Café, Restaurant",,3
759,2204,La Bottega Del Caffè,45.528811,9.216973,Via Milanese 10 Corso Centro Commerciale Sarca,"Café, Coffee Shop, Restaurant",6.0,3
760,2205,Over Time,45.522862,9.208765,Via Ponale 6,"Café, Restaurant",,2
761,2206,La Conte SRL,45.525244,9.216365,Viale Sarca 336,Fashion Retail,,1
762,2207,Piazza Italia SPA,45.530329,9.216799,Via Milanese 1,Clothing Store,,1
763,2210,Pandora,45.529568,9.217998,Via Milanese 10,Jewelry Store,,1
764,2211,Tata Italia,45.529158,9.217721,Via Milanese 10,Shoe Store,,1
765,2213,Trésor Paris,45.529216,9.217761,Via Milanese 10,Jewelry Store,,1
766,2214,Rifle,45.529325,9.217748,Via Milanese s.n.c.,Clothing Store,,1
767,2215,Foot Locker,45.529496,9.218377,"C.C. Sarca, Via Milanese","Clothing Store, Shoe Store",,2
768,2217,JD Sports,45.529076,9.218008,Via Milanese,"Clothing Store, Shoe Store",,2
769,2219,Clayton,45.522314,9.216099,Viale Sarca,Men's Store,,1
770,2220,Tezenis,45.521962,9.215862,Viale Sarca Ang. Via Chiese,Clothing Store,,1
771,2221,Ouya,45.530085,9.216549,Via Milanese s.n.c.,Café,,1
772,2222,Abi. L. di Viggiano Domenico,45.528488,9.218724,Via Libero Biagi 65,Clothing Store,,1
773,2223,Jack & Jones,45.530085,9.216549,Via Milanese s.n.c.,Clothing Store,,1
774,2224,Purple,45.523398,9.2188,Viale Sarca 336,Shoe Store,,1
775,2226,Ipercoop Cafe,45.53187,9.219123,Via Milanese,"Café, Restaurant",,2
776,2227,Colangelo Milano SRL,45.52309,9.203784,Piazza Franco Martelli 7,Clothing Store,,1
777,2228,Pierre Lang Italia SRL,45.52309,9.203784,Piazza Franco Martelli 7,"Jewelry Store, Watch Store",,2
778,2231,Leo Claudia,45.528882,9.217706,Via Milanese,Clothing Store,,1
779,2232,Gelati & Caffe,45.529867,9.217686,Via Luigi Granelli 1,"Café, Restaurant",,2
780,2233,Linea Moda SRL,45.53192,9.219071,Via Milanese,Clothing Store,,1
781,2234,Annoni Patrizia,45.53192,9.219071,Via Milanese,Clothing Store,,1
782,2268,Le Bollicine Milano,45.47891,9.192573,Corso Porta Nuova 52,"Wine Bar, Café, Deli",,3
783,2292,Viganò Alta Moda,45.46038,9.189245,Via Paolo da Cannobio 39,Jewelry Store,,1
784,2303,Ornamenti SRL,45.459933,9.18578,Via Olmetto 3,Jewelry Store,,1
785,2355,C'è - Tea Shop & Tea Room,45.475855,9.147759,Via Monte Rosa 69,"Café, Tea Room, Restaurant",7.3,3
786,2361,il Cafferino,45.475353,9.143745,Viale Murillo 48,"Bar, Café, Restaurant",6.3,3
787,2364,City Life Caffe,45.479507,9.145856,Via Masaccio 18,"Café, Restaurant",,2
788,2372,Jacadi,45.477757,9.156562,Piazza Tre Torri,Children's Clothing Store,,1
789,2393,Gioielleria Bianchi SRL,45.453048,9.146696,Via Lorenteggio 43,Jewelry Store,,1
790,2396,Guzzetti di Gilardini Angelo e C.,45.463204,9.134464,Via delle Forze Armate 43,Shoe Store,,1
791,2397,Italrent SAS - Vendita Noleggio Manichini Moda Busti Stender per Fiere ed Eventi,45.457991,9.146772,Via Luigi Soderini 2,Clothing Store,,1
792,2398,La mia sarta,45.451727,9.147773,Via Vignoli,Women's Store,,1
793,2401,Cinzia Rossi Gioielli,45.463388,9.135785,Via delle Forze Armate 24,Jewelry Store,,1
794,2407,Sisti di Rabericati Italo SRL,45.452017,9.14737,Via Vespri Siciliani 51,Jewelry Store,,1
795,2436,Calzoleria Artigiana di Luigi,45.440946,9.212762,Viale Ortles 85,Shoe Store,,1
796,2437,Milano Outlet,45.442093,9.216101,Viale Monte Nero 78,Clothing Store,,1
797,2440,Puntapè SRL,45.444084,9.215132,Via Tagliamento 2,Clothing Store,,1
798,2441,Athena Sport,45.43696,9.215209,Via d'Agrate 1,Shoe Store,,1
799,2444,Angels Bar,45.436901,9.217992,Piazza Angilberto II 1,Café,,1
800,2446,Mascherpa di Medaglia Sara Anna,45.43923,9.222212,Via Polesine 25,"Clothing Store, Women's Store",,2
801,2447,Boncart SRL,45.447042,9.211137,Corso Lodi 47,Café,,1
802,2448,Caffè Del Corso,45.440395,9.222911,Corso Lodi 130,Café,,1
803,2449,Ovs Kids,45.439789,9.223444,Via Polesine 39,Children's Clothing Store,,1
804,2452,Migliarini Marco,45.437416,9.223299,Via Giacinto Mompiani 10,"Bar, Café, Restaurant",,3
805,2454,Bar Trattoria da Massi,45.44829,9.210439,Viale Umbria 5,"Café, Restaurant",,2
806,2458,Minuz Liliana,45.440928,9.212579,Viale Ortles 85,Shoe Store,,1
807,2459,Bazar Haidar di Haidar Abderrazak,45.436753,9.214215,Via d'agrate Marco 15,Clothing Store,,1
808,2461,Le Nuove Confezioni SRL,45.43682,9.209813,Via Marco d'Agrate 41,Clothing Store,,1
809,2464,Fustellexpress SAS di Gallo Michele & C.,45.435614,9.209257,Via Passo Pordoi 10,Shoe Store,,1
810,2465,City Bar & C. di Giussani m. SNC,45.440113,9.221695,Via Gamboloita 7,"Bar, Café",,2
811,2468,Vuolo Fabrizio,45.438061,9.223734,Piazzale Rosa Gabriele 11,Clothing Store,,1
812,2469,Guy Sand SPA,45.440939,9.224561,Viale Lucania 6,"Clothing Store, Men's Store, Women's Store",,3
813,2491,Al Brivido Bar,45.463236,9.129187,Via delle Forze Armate 70,"Café, Restaurant",,2
814,2496,La Bottega dei Sapori,45.46611,9.133341,Via Piero martinetti 20,"Child Care Service, Computer Training School, Non-Profit Organization, Café",,4
815,2497,Hostess World Milano - Agenzie Promoter Milano,45.455617,9.119709,Via Abbondio Sangiorgio 12,Fashion Retail,,1
816,2498,Noi Due Per Lui di Donato Maria Grazia,45.465646,9.136448,Piazzale Siena 2,"Clothing Store, Men's Store",,2
817,2499,Guzzetti Calzature in Milano,45.463506,9.139796,Via delle Forze Armate 4,Shoe Store,,1
818,2501,Tagua SRL,45.464278,9.135358,Via Giuseppe Padulli 12,Jewelry Store,,1
819,2502,Serenata Italiana,45.454997,9.120659,Via dell'Allodola,"Event Service, Bridal Store",,2
820,2505,Bar Armony di Uhu Hao,45.487343,9.16883,Via Fratelli Induno 28,"Bar, Café",7.0,2
821,2509,Erica Bar di Abadir Moien Bar Tavola Fredda,45.493251,9.1569,Via Grigna 9,"Bar, Café",,2
822,2524,757 Mi,45.490195,9.163224,Via Mac Mahon 24,Jewelry Store,,1
823,2528,De Stefano Sport dei Fratelli Maffei SNC di Maffei Lorenzo,45.494849,9.152504,Piazza Prealpi 4,Clothing Store,,1
824,2623,Marco Giarrizzo,45.451297,9.220504,Via Sebino 16,Children's Clothing Store,,1
825,2624,Blue Angel's Bar,45.450461,9.220369,Via tito livio 39,Café,,1
826,2626,Roberto Capelli & Figlio SRL,45.449723,9.218418,Via Caroncini 5,"Clothing Store, Jewelry Store",,2
827,2632,Calzature Zunica,45.454269,9.218914,Piazza Imperatore Tito 8,Shoe Store,,1
828,2633,Bar Anna,45.454527,9.218746,Piazza Imperatore Tito 8,"Bar, Café",,2
829,2638,Gisa 1965 Uomo - Donna - Sposa,45.442335,9.22764,Via Fratelli Rosselli 39,Clothing Store,,1
830,2639,Gastone Stock House,45.456096,9.215697,Via Maestri Campionesi 28,"Clothing Store, Women's Store",,2
831,2642,Bottega dei Sogni,45.457928,9.217615,Viale Umbria 98,Fashion Accessories Store,,1
832,2644,Coffee Break,45.44877,9.212558,Centro Commerciale Piazza Lodi,Café,,1
833,2645,Laboratorio Tecnico Giovanni Bagnoli di Alberto Bagnoli,45.45111,9.22705,Via Paolo Maspero 51,Jewelry Store,,1
834,2647,Pink Milano,45.448199,9.221924,Via Tertulliano 68,Clothing Store,,1
835,2653,Francis Today,45.456231,9.218782,Via Gaetano Strigelli 13,"Men's Store, Women's Store",,2
836,2654,Dainese,45.45064,9.213732,Via Tertulliano 3,"Manufacturer, Clothing Store, Sporting Goods Retail, Sports and Recreation",,4
837,2656,Premiata SRL,45.456084,9.215004,Via Friuli 64,Shoe Store,,1
838,2659,Baobar,45.476098,9.214974,Via Bartolomeo Eustachi 24,"Café, Restaurant",7.1,2
839,2665,Al Panino,45.471668,9.229784,Via Gaspare Aselli 33,"Bar, Café, Sandwich Spot",,3
840,2668,Bar Caffè Susa,45.467192,9.225484,Via Francesco Dall'ongaro 27,"Pool Hall, Café",,2
841,2670,Guizzart,45.477816,9.217415,Viale Abruzzi 28,Jewelry Store,,1
842,2671,Bus Stop Dateo,45.467568,9.216925,Piazzale Dateo,Bus Station,,1
843,2677,La Michetta de.co,45.465165,9.230021,Via Lomellina 25,"Bakery, Café, Restaurant",,3
844,2678,Stephan Janson Showroom,45.469387,9.212505,Via Goldoni Carlo 21,Clothing Store,,1
845,2679,Lo Sportello,45.465476,9.230402,Via Gian Carlo Sismondi 44,"Clothing Store, Shoe Store",,2
846,2686,Maison Gigolette SNC di Cappini Stefano,45.476004,9.214568,Via Bartolomeo Eustachi 22,Clothing Store,,1
847,2687,Laboratorio Artigianale Emmegi di Forino Maria Grazia,45.470893,9.211637,Via Gustavo Modena 1,Fashion Retail,,1
848,2689,Vantagepharma,45.464498,9.228801,Via Bronzino 3,"Advertising Agency, Audiovisual Service, Business and Strategy Consulting Office, Computer Repair Service, Engineer, Food and Beverage Service, Management Consultant, Trade School, Drugstore, Clothing Store, Luggage Store",,11
849,2693,Bicego Andrea,45.500869,9.218239,Via Monte Lungo 4,"Health and Medicine, Lingerie Store",,2
850,2696,Oasi Bar,45.501813,9.221187,Viale Monza 149,"Café, Restaurant",,2
851,2697,Gioielleria e Orologeria Monte San Gabriele,45.503977,9.221448,Via Monte San Gabriele,Jewelry Store,,1
852,2700,Bar Tabacchi 404,45.504435,9.222784,Via Pozzi Fratelli 1,"Bar, Café",,2
853,2702,Lucio Vanotti,45.499296,9.2218,Via Valtorta 9,"Men's Store, Women's Store",,2
854,2704,Bomboclat SNC,45.50107,9.219744,Via de Gradi 8,"Clothing Store, Men's Store, Women's Store",,3
855,2705,Diamonds & Tools SRL,45.504158,9.221056,Via Prospero Finzi 19,"Audiovisual Service, Home Improvement Service, Real Estate Agency, Jewelry Store, Housewares Store, Luggage Store",,6
856,2710,Up Style Shop di Chamouane Ibrahim,45.50534,9.221939,Via Sant' Elembardo 1,Clothing Store,,1
857,2711,International Models Milano di Stefano Carniti,45.501125,9.222007,Via della Torre 3,"Movie Theater, Clothing Store",,2
858,2733,La Caffeina,45.491419,9.186457,Via Cola Montano 40,"Bar, Café, Italian Restaurant",,3
859,2738,Enea,45.4905,9.18772,Via Alserio 23,Café,,1
860,2739,Bar Augusto,45.495587,9.176349,Via Teglio,Café,,1
861,2740,Brian & Barry Outlet,45.495478,9.176361,Via Vincenzo Lancetti 28,Clothing Store,,1
862,2741,Bar colt 45,45.490067,9.190594,Piazzale Lagosta 9,"Bar, Café, Restaurant",,3
863,2743,Sciapò Cafè Nouveau,45.489608,9.189258,Via Borsieri 34,"Cocktail Bar, Café, Restaurant",,3
864,2750,La Miniera,45.492524,9.184293,Via Carlo Farini 57,Jewelry Store,,1
865,2752,L'Isa,45.491835,9.189048,Via Thaon di Revel 8,Fashion Accessories Store,,1
866,2754,Tecnica Pelli di Scarlato Maurizio,45.496093,9.17592,Via Teglio 9,Fashion Retail,,1
867,2755,Bbb SPA,45.495425,9.175812,Viale Vincenzo Lancetti 28,Clothing Store,,1
868,2756,Centoventicinque SRL,45.489808,9.187939,Via Ugo Bassi 30,Clothing Store,,1
869,2757,La Rinascente/Upim,45.490661,9.181499,Via Valtellina 5,"Clothing Store, Women's Store",,2
870,2803,Meet,45.502397,9.156815,Via Raffaele Lambruschini 7,"Café, Restaurant",6.7,2
871,2804,Capolinea Bus 92,45.503381,9.161839,Via Cosenz,Bus Station,,1
872,2805,Spago,45.50402,9.163895,Via Andreoli 3 Bovisa,"Café, Restaurant",5.5,2
873,2806,Bar Tabacchi Bodio. di Luca Scacchetti C.,45.497502,9.168999,Viale Luigi Bodio 18,"Café, Restaurant",6.0,2
874,2807,Le Sac Outlet,45.502515,9.164763,Via Brofferio 1,Fashion Accessories Store,,1
875,2808,Caffè Tazza D'oro,45.502515,9.164763,Via Angelo Brofferio 1,"Café, Restaurant",,2
876,2809,Scudo Cafè,45.503784,9.164848,Via Giuseppe Candiani 98,"Café, Coffee Shop, Restaurant",,3
877,2810,Kammi Calzature Valassina,45.501688,9.165831,Via degli Imbriani 61,Shoe Store,,1
878,2811,Kammi,45.503335,9.166427,Via imbriani,Shoe Store,,1
879,2812,Luogo Felice,45.506109,9.165644,Via Schiaffino 11,Café,,1
880,2813,Quasi Locanda,45.501162,9.149228,Piazza villapizzone,Café,,1
881,2814,Nobis SPA,45.504196,9.167948,Via Giuseppe Candiani 75,Clothing Store,,1
882,2815,Shangri-la,45.507739,9.166058,Via Enrico Cosenz 22,"Café, Restaurant",,2
883,2816,Micky Caffè tavola calda e fredda,45.499128,9.168811,Via Imbriani 33,Café,,1
884,2817,Bar Caffè Giannosi,45.499037,9.169007,Via degli Imbriani 27,Café,,1
885,2818,Patry's,45.506667,9.167987,Via Don Giovanni Minzoni 27,"Café, Restaurant",,2
886,2819,Luca's Cafè di Wu Biao,45.499398,9.169336,Via degli Imbriani 26,"Café, Fast Food Restaurant",,2
887,2820,Jolli Shoes SRL,45.495093,9.152753,Piazza Prealpi 4,Shoe Store,,1
888,2821,Torrefazione Grande Moka,45.495043,9.152805,Piazza Prealpi 4,"Café, Restaurant",,2
889,2822,Fermata ATM Via Imbriani / Via Scalvini,45.498829,9.169124,Via degli Imbriani 25,Bus Station,,1
890,2823,Bar Prealpi - da Luca,45.494307,9.152566,Piazza Prealpi 7,Café,,1
891,2824,Plexylandia SRL,45.501289,9.171293,Via Maffucci 52,Jewelry Store,,1
892,2825,Pasticceria Prealpi,45.494307,9.152566,Piazza Prealpi 7,Café,,1
893,2826,Lin Minglu,45.506174,9.160128,Via Bovisasca 173,Fashion Retail,,1
894,2827,Banale,45.500805,9.163526,Via Ercole Ricotti 15,Fashion Accessories Store,,1
895,2828,Futura Gioielli,45.502181,9.164709,Via Mercantini Luigi 2,Jewelry Store,,1
896,2829,Giavarini Alberto,45.500702,9.166963,Via Prestinari Marcello 6,"Jewelry Store, Watch Store",,2
897,2830,Asema SRL,45.500701,9.150114,Via Riccione 5,"Spa, Technology Business, Cosmetics Store, Jewelry Store",,4
898,2831,Farioli Pericle,45.499933,9.16807,Via degli Imbriani 35,Jewelry Store,,1
899,2832,Penny e co,45.494811,9.154359,Via Grigna 35,Women's Store,,1
900,2833,Nebuloni Milano Calzature Comode,45.495093,9.152753,Piazza Prealpi 4,Shoe Store,,1
901,2834,Ma.ra. Creazioni di Ramundo Antonio,45.499727,9.169899,Via Catone 27,Clothing Store,,1
902,2979,Torrefazione Sant Teresita,45.440395,9.222911,Corso Lodi 130,Café,8.1,1
903,2980,Mulino Docks Dora,45.436065,9.23539,Via Vincenzo Toffetti 9,Clothing Store,7.7,1
904,2981,OVS Outlet Milano,45.439362,9.221873,Piazzale Martini,Clothing Store,6.2,1
905,2985,Valentino Oro,45.43994,9.224999,Piazzale Luigi E. Corvetto 7,"Clothing Store, Jewelry Store, Men's Store",,3
906,2986,Sushi Bar Lodi di Zheng Xian Gmei,45.440346,9.222963,Corso Lodi 130,"Bar, Café, Chinese Restaurant",,3
907,2987,Stadler SRL,45.440475,9.223735,Piazzale Corvetto Luigi Emanuele 1,"Laboratory, Repair Service, Jewelry Store, Watch Store, Housewares Store",,5
908,2988,Stadler Gioielleria Orologeria,45.440338,9.224583,Piazzale Corvetto 1,Jewelry Store,,1
909,2992,Bar Porto di Mare,45.437463,9.230002,Via Gian Battista Cassinis 11,"Café, Restaurant",,2
910,2995,Sena bus stop,45.436373,9.232348,Via Giovanni Battista Cassinis,Bus Station,,1
911,3000,Tonida Oro,45.436727,9.213941,Via Marco d'Agrate 15,Jewelry Store,,1
912,3003,Docksmart,45.436188,9.23496,Via Toffetti 9,Clothing Store,,1
913,3004,Bar Caviglia,45.443692,9.229751,Via caviglia 3,Café,,1
914,3005,Family Cafè,45.434526,9.236492,Via Cassinis 65,"Bar, Café",,2
915,3006,Pasticceria,45.44382,9.21581,Corso Lodi 68,Café,,1
916,3010,Gadioli di Gadioli Claudio & C.,45.439881,9.22496,Piazzale Luigi Emanuele Corvetto 7,Shoe Store,,1
917,3011,Calzature Raimondi,45.43989,9.225051,Piazzale Luigi Emanuele Corvetto 7,Shoe Store,,1
918,3012,Gilly Confezioni di Rausa Luigia& C.,45.438564,9.228349,Via Marochetti Carlo 25,"Clothing Store, Women's Store",,2
919,3015,Aif,45.436226,9.218393,Via Ravenna 3,Fashion Retail,,1
920,3016,Boutique Stefania di Viganò Stefania,45.440897,9.22017,Via Oglio 7,Clothing Store,,1
921,3018,Bar Tabacchi,45.441541,9.221716,Corso Lodi 113,Café,,1
922,3019,E.c.m. SAS,45.441054,9.228573,Via Fratelli Rosselli 25,"Import and Export Service, Cosmetics Store, Clothing Store",,3
923,3064,Salumeria del design,45.490327,9.222598,Via Cecilio Stazio 18,"Cocktail Bar, Café, Restaurant",8.3,3
